review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,identified_theme
good that they told us,5,2025-06-04 10:42:01,Wells Fargo,Google Play Store,POSITIVE,0.999833345413208,good tell,Other
Easy and fast,5,2025-06-04 09:59:16,Wells Fargo,Google Play Store,POSITIVE,0.9995583891868592,easy fast,Other
great app to have,5,2025-06-04 09:23:01,Wells Fargo,Google Play Store,POSITIVE,0.9997767806053162,great app,Other
Zelle is excellent and so is the team at WF !!,5,2025-06-04 08:40:47,Wells Fargo,Google Play Store,POSITIVE,0.999879002571106,zelle excellent team wf,Other
Too sensitive to light,4,2025-06-04 08:21:50,Wells Fargo,Google Play Store,NEGATIVE,0.9695032238960266,sensitive light,Other
really good,5,2025-06-04 07:05:27,Wells Fargo,Google Play Store,POSITIVE,0.9998512268066406,good,Other
so far so 👍,5,2025-06-04 06:33:00,Wells Fargo,Google Play Store,POSITIVE,0.6910821199417114,far,Other
hacked,1,2025-06-03 21:57:55,Wells Fargo,Google Play Store,NEGATIVE,0.9994045495986938,hack,Other
Un poco fea la app,4,2025-06-03 19:28:12,Wells Fargo,Google Play Store,NEGATIVE,0.9768218398094176,un poco fea la app,Other
THIS WHAT I LOVE ABOUT MY ACCOUNT THEY SO A ISSUE WITH ME MAKING LOTS OF TRANSACTIONS OR IT MIGHT OF BEEN A HACKER BUT ETHER OR MY WELLS FARGO IS EXTRAORDINARY CUSTOMER SERVICE NOTIFIED ME ABOUT CLOSING MY ACCOUNT AND ALL THEY WANT IS ME TO GO TO THE BRANCH TO IDENTIFY WHO I WAS BECAUSE IT COULD OF BEEN A FRAUDSTER I DEFINITELY CANT SAY THAT CHIME I WAS MAKING MY TRANSITIONS WITH CHIME PAYING WHAT I HAD TO PAY MY BILLS PEOPLE I OWED OUT TO OUT OF THE BLUE THEY STRAIGHT OUT CLOSE MY ACCOUNT,5,2025-06-03 18:25:43,Wells Fargo,Google Play Store,NEGATIVE,0.9949894547462464,love account issue make lot transaction hacker ether wells fargo extraordinary customer service notify close account want branch identify fraudster definitely not chime make transition chime pay pay bill people owe blue straight close account,Customer Support
WF has always been easy to work with and logical when it comes to finances.,5,2025-06-03 17:12:57,Wells Fargo,Google Play Store,POSITIVE,0.9986573457717896,wf easy work logical come finance,Other
I can't easily locate the account. it should be easy,3,2025-06-03 16:20:20,Wells Fargo,Google Play Store,NEGATIVE,0.9985042810440063,easily locate account easy,Other
"wells fargo is a horrible bank. There are not many other options, though.",1,2025-06-03 16:17:01,Wells Fargo,Google Play Store,NEGATIVE,0.9993529915809632,wells fargo horrible bank option,Other
Ive had my accounts here since 2013 AN I Never had ANY NEGATIVE ACTIONS WITH MY BANKING HERE,5,2025-06-03 15:42:27,Wells Fargo,Google Play Store,POSITIVE,0.9948403239250184,ve account negative action banking,Other
I just love Wells Fargo,5,2025-06-03 15:34:52,Wells Fargo,Google Play Store,POSITIVE,0.9998656511306764,love wells fargo,Other
nice,5,2025-06-03 15:02:48,Wells Fargo,Google Play Store,POSITIVE,0.9998552799224854,nice,Other
it was easy,5,2025-06-03 14:19:04,Wells Fargo,Google Play Store,POSITIVE,0.9950767159461976,easy,Other
Ok a y done,5,2025-06-03 14:09:03,Wells Fargo,Google Play Store,POSITIVE,0.9992077946662904,ok y,Other
hard to use and not user friendly,1,2025-06-03 13:52:54,Wells Fargo,Google Play Store,NEGATIVE,0.9993295669555664,hard use user friendly,Other
Extremely Unethical Company! I've been with them for 16 years and I haven't loved any of it.,1,2025-06-03 13:35:37,Wells Fargo,Google Play Store,NEGATIVE,0.9983200430870056,extremely unethical company year love,Other
Nikki was fabulous,5,2025-06-03 13:09:57,Wells Fargo,Google Play Store,POSITIVE,0.9998726844787598,nikki fabulous,Other
great,5,2025-06-03 12:30:55,Wells Fargo,Google Play Store,POSITIVE,0.9998630285263062,great,Other
quick and easy check deposit,5,2025-06-03 12:06:02,Wells Fargo,Google Play Store,POSITIVE,0.944710910320282,quick easy check deposit,User Experience
love this app it's super convenient.,5,2025-06-03 11:42:42,Wells Fargo,Google Play Store,POSITIVE,0.9995744824409484,love app super convenient,Other
perfect app,5,2025-06-03 10:10:14,Wells Fargo,Google Play Store,POSITIVE,0.9998340606689452,perfect app,Other
mobile banking not working,1,2025-06-03 07:33:28,Wells Fargo,Google Play Store,NEGATIVE,0.9996664524078368,mobile banking work,Other
"This bank has been a blessing with. balance transfers at awesome rates, God send",5,2025-06-03 07:14:03,Wells Fargo,Google Play Store,POSITIVE,0.9995362758636476,bank blessing balance transfer awesome rate god send,Transaction Performance
good services,5,2025-06-03 07:09:09,Wells Fargo,Google Play Store,POSITIVE,0.9998517036437988,good service,Other
love it...,5,2025-06-03 06:40:08,Wells Fargo,Google Play Store,POSITIVE,0.9998748302459716,love,Other
real good service and helpful and appreciated,5,2025-06-03 06:32:41,Wells Fargo,Google Play Store,POSITIVE,0.9998708963394164,real good service helpful appreciate,Other
"I have been using this app for a long time and seem to have a problem today. I am having a hard time logging in with the app. I'm able to do it directly on the website. But not the app. What could be wrong? It keeps asking me for my phone number, which I give it, and I sit and wait for a code never sent. I tried several times, and I still go through the same problem.",2,2025-06-03 06:17:46,Wells Fargo,Google Play Store,NEGATIVE,0.9989169836044312,app long time problem today have hard time log app able directly website app wrong keep ask phone number sit wait code send try time problem,Other
excellent,5,2025-06-03 06:16:50,Wells Fargo,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
"I don't like Bank's apps, on my phone. hope it's safe. But this is okay this time. Have my on wifi now.",5,2025-06-03 05:16:29,Wells Fargo,Google Play Store,POSITIVE,0.9957973957061768,like bank app phone hope safe okay time wifi,Other
your the Best Fargo! keep up the great work....,5,2025-06-03 04:39:09,Wells Fargo,Google Play Store,POSITIVE,0.9998598098754884,good fargo great work,Other
I love Wells Fargo,5,2025-06-03 04:18:54,Wells Fargo,Google Play Store,POSITIVE,0.9998478889465332,love wells fargo,Other
quick and ready to enroll and use,5,2025-06-02 20:30:16,Wells Fargo,Google Play Store,POSITIVE,0.9985892176628112,quick ready enroll use,User Experience
good 👍,5,2025-06-02 19:38:16,Wells Fargo,Google Play Store,POSITIVE,0.9998576641082764,good,Other
The limit is to low,3,2025-06-02 17:59:17,Wells Fargo,Google Play Store,NEGATIVE,0.9907891154289246,limit low,Other
easy peasy to make a mobile phone deposit.,4,2025-06-02 17:11:15,Wells Fargo,Google Play Store,NEGATIVE,0.9957412481307985,easy peasy mobile phone deposit,Other
"So far, so good.",4,2025-06-02 16:47:01,Wells Fargo,Google Play Store,POSITIVE,0.9998441934585572,far good,Other
Excelente,5,2025-06-02 14:36:06,Wells Fargo,Google Play Store,POSITIVE,0.9997521042823792,excelente,Other
"auto capture on checks iffy, just use manual",5,2025-06-02 13:10:43,Wells Fargo,Google Play Store,NEGATIVE,0.9943033456802368,auto capture check iffy use manual,Other
user friendly,5,2025-06-02 12:56:06,Wells Fargo,Google Play Store,POSITIVE,0.977589190006256,user friendly,Other
Mobile deposit quick and easy.,5,2025-06-02 12:34:48,Wells Fargo,Google Play Store,NEGATIVE,0.6911442279815674,mobile deposit quick easy,User Experience
can't even sign up,1,2025-06-02 12:09:17,Wells Fargo,Google Play Store,NEGATIVE,0.9997255206108092,sign,Other
so easy,5,2025-06-02 12:01:08,Wells Fargo,Google Play Store,POSITIVE,0.995724081993103,easy,Other
works great,5,2025-06-02 11:23:02,Wells Fargo,Google Play Store,POSITIVE,0.9998718500137328,work great,Other
Wells Fargo has been the best bank ever!,5,2025-06-02 10:37:30,Wells Fargo,Google Play Store,POSITIVE,0.9998542070388794,wells fargo good bank,Other
positive great app,5,2025-06-02 08:50:15,Wells Fargo,Google Play Store,POSITIVE,0.9998675584793092,positive great app,Other
trustworthy and very easy to use!!,1,2025-06-02 06:54:43,Wells Fargo,Google Play Store,POSITIVE,0.9997846484184264,trustworthy easy use,Other
Wells Fargo has always been a great service,5,2025-06-02 06:26:24,Wells Fargo,Google Play Store,POSITIVE,0.9997751116752625,wells fargo great service,Other
it's a solid app,4,2025-06-02 03:00:13,Wells Fargo,Google Play Store,POSITIVE,0.9998726844787598,solid app,Other
new to Wells Fargo. I'm really liking this bank. Customer service by phone has been very helpful and the ladies in the bank are super nice. It's been an enjoyable experience so far.,5,2025-06-02 00:17:28,Wells Fargo,Google Play Store,POSITIVE,0.9998441934585572,new wells fargo like bank customer service phone helpful lady bank super nice enjoyable experience far,Customer Support
Very good,5,2025-06-01 23:38:04,Wells Fargo,Google Play Store,POSITIVE,0.9998520612716676,good,Other
"I love using the app ,mostly for mobile deposit it's very easy and convenient...",5,2025-06-01 21:27:49,Wells Fargo,Google Play Store,POSITIVE,0.9980022311210632,love app mobile deposit easy convenient,Other
"Can't access my account if I don't have my phone. This blows. There is no other option? Correction: I was trying to access it from my tablet. When trying to recover my account info, the only options were to get a text or a phone call. The reason I was using my tablet was because I didn't have my phone on me.",1,2025-06-01 20:16:45,Wells Fargo,Google Play Store,NEGATIVE,0.999536395072937,access account phone blow option correction try access tablet try recover account info option text phone reason tablet phone,Other
awesome,5,2025-06-01 19:35:46,Wells Fargo,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
easy!,5,2025-06-01 17:04:46,Wells Fargo,Google Play Store,POSITIVE,0.9952214360237122,easy,Other
the format is a bit diffrent than a few years ago.,4,2025-06-01 14:42:25,Wells Fargo,Google Play Store,NEGATIVE,0.9991784691810608,format bit diffrent year ago,Other
"I'm very grateful for all the help I'm getting from Wells Fargo staff, which is very professional.",5,2025-06-01 13:40:20,Wells Fargo,Google Play Store,POSITIVE,0.9996790885925292,grateful help get wells fargo staff professional,Other
very good,5,2025-06-01 12:33:41,Wells Fargo,Google Play Store,POSITIVE,0.9998520612716676,good,Other
easy transactions,5,2025-06-01 10:29:52,Wells Fargo,Google Play Store,POSITIVE,0.9874075651168824,easy transaction,Other
My first mobile deposit.,5,2025-06-01 09:47:15,Wells Fargo,Google Play Store,POSITIVE,0.5407616496086121,mobile deposit,Other
I like wells Fargo I've never had any problems with the bank or staff good people,4,2025-06-01 08:43:11,Wells Fargo,Google Play Store,POSITIVE,0.99899560213089,like wells fargo problem bank staff good people,Other
"Great People, Great Service.",5,2025-06-01 07:26:19,Wells Fargo,Google Play Store,POSITIVE,0.9998681545257568,great people great service,Other
"they advertise this card as great for transfers but you can not transfer from the app.. the section that even says ""pay and transfer"" only has the option to pay. set my mother up for the same card thinking my phone was messed up but nope.. Definitely the App 1000% regret ever getting it ps ive had it for a few months they still have not fixed the issue with most recent update. card will continue to sit with no money on it until they deactivate it!",1,2025-06-01 04:42:03,Wells Fargo,Google Play Store,NEGATIVE,0.999176561832428,advertise card great transfer transfer app section say pay transfer option pay set mother card think phone mess nope definitely app regret get ps ve month fix issue recent update card continue sit money deactivate,Transaction Performance
